P_total_nM,replicate,raw_RLU,background_RLU,untreated_signal_RLU,degradation_pct,is_rising_limb
0.001,1,100590.4625453614,500,100000,-0.09046254536140275,True
0.001,2,99094.23375085773,500,100000,1.4057662491422707,True
0.001,3,105995.66257689931,500,100000,-5.495662576899307,True
0.001122018454301963,1,99362.20602447746,500,100000,1.1377939755225386,True
0.001122018454301963,2,101413.69639957082,500,100000,-0.913696399570818,True
0.001122018454301963,3,98569.83655566853,500,100000,1.9301634443314675,True
0.0012589254117941675,1,95877.91531467649,500,100000,4.622084685323513,True
0.0012589254117941675,2,101614.85007837701,500,100000,-1.1148500783770166,True
0.0012589254117941675,3,100747.47885487077,500,100000,-0.24747885487077514,True
0.001412537544622754,1,101866.33220813218,500,100000,-1.3663322081321816,True
0.001412537544622754,2,98443.43373402538,500,100000,2.056566265974613,True
0.001412537544622754,3,102456.1086403081,500,100000,-1.9561086403081074,True
0.001584893192461114,1,101271.81074636056,500,100000,-0.7718107463605461,True
0.001584893192461114,2,103770.617395662,500,100000,-3.270617395662012,True
0.001584893192461114,3,98986.35706021398,500,100000,1.5136429397860196,True
0.0017782794100389228,1,102223.60486320683,500,100000,-1.723604863206818,True
0.0017782794100389228,2,102440.07112787262,500,100000,-1.9400711278726224,True
0.0017782794100389228,3,106122.35421397528,500,100000,-5.622354213975278,True
0.001995262314968879,1,97264.9929874994,500,100000,3.2350070125006014,True
0.001995262314968879,2,100485.07630582032,500,100000,0.014923694179680425,True
0.001995262314968879,3,97757.76457876267,500,100000,2.7422354212373268,True
0.00223872113856834,1,94927.01156297483,500,100000,5.572988437025172,True
0.00223872113856834,2,102924.16080687319,500,100000,-2.424160806873177,True
0.00223872113856834,3,97890.54441998129,500,100000,2.6094555800187047,True
0.0025118864315095794,1,97311.82198199313,500,100000,3.188178018006871,True
0.0025118864315095794,2,98211.26823681085,500,100000,2.2887317631891446,True
0.0025118864315095794,3,98789.40895453855,500,100000,1.7105910454614515,True
0.002818382931264455,1,98277.93406176862,500,100000,2.2220659382313768,True
0.002818382931264455,2,103182.38986606563,500,100000,-2.6823898660656376,True
0.002818382931264455,3,93862.53032511918,500,100000,6.637469674880824,True
0.0031622776601683794,1,99647.36298265403,500,100000,0.8526370173459696,True
0.0031622776601683794,2,97983.42431054024,500,100000,2.5165756894597546,True
0.0031622776601683794,3,102869.83139676189,500,100000,-2.369831396761879,True
0.0035481338923357532,1,98030.47560224702,500,100000,2.4695243977529757,True
0.0035481338923357532,2,107204.47353148159,500,100000,-6.704473531481581,True
0.0035481338923357532,3,99742.63432536741,500,100000,0.7573656746325819,True
0.003981071705534973,1,103974.01459723199,500,100000,-3.474014597231978,True
0.003981071705534973,2,103189.92634344837,500,100000,-2.689926343448379,True
0.003981071705534973,3,98254.54866483274,500,100000,2.24545133516727,True
0.0044668359215096305,1,104165.18207749342,500,100000,-3.665182077493423,True
0.0044668359215096305,2,102924.60947515447,500,100000,-2.424609475154482,True
0.0044668359215096305,3,105066.447160347,500,100000,-4.566447160346998,True
0.005011872336272725,1,100895.29480676973,500,100000,-0.3952948067697193,True
0.005011872336272725,2,105596.19582588301,500,100000,-5.09619582588301,True
0.005011872336272725,3,102786.14674751929,500,100000,-2.286146747519302,True
0.005623413251903491,1,98909.10754535951,500,100000,1.5908924546404912,True
0.005623413251903491,2,100412.48272484496,500,100000,0.08751727515504681,True
0.005623413251903491,3,101154.3542450161,500,100000,-0.6543542450160977,True
0.00630957344480193,1,103106.9945798752,500,100000,-2.6069945798752103,True
0.00630957344480193,2,98859.53709229741,500,100000,1.640462907702589,True
0.00630957344480193,3,103135.8455476589,500,100000,-2.6358455476588993,True
0.00707945784384138,1,99286.10395048177,500,100000,1.213896049518226,True
0.00707945784384138,2,101372.02934641526,500,100000,-0.8720293464152595,True
0.00707945784384138,3,96710.15005068805,500,100000,3.789849949311941,True
0.007943282347242814,1,100212.31598568558,500,100000,0.2876840143144266,True
0.007943282347242814,2,98969.17021680724,500,100000,1.5308297831927664,True
0.007943282347242814,3,103407.14901139212,500,100000,-2.9071490113921072,True
0.008912509381337459,1,102955.57214691829,500,100000,-2.4555721469182945,True
0.008912509381337459,2,98368.13264865681,500,100000,2.1318673513431863,True
0.008912509381337459,3,95649.51283738733,500,100000,4.850487162612671,True
0.01,1,97051.34605117321,500,100000,3.4486539488267853,True
0.01,2,101850.41650110565,500,100000,-1.3504165011056557,True
0.01,3,100720.42916907962,500,100000,-0.22042916907962784,True
0.011220184543019636,1,97440.88718376946,500,100000,3.059112816230536,True
0.011220184543019636,2,103377.33200676578,500,100000,-2.877332006765787,True
0.011220184543019636,3,99792.59861809331,500,100000,0.7074013819066916,True
0.012589254117941675,1,99597.94831046904,500,100000,0.9020516895309583,True
0.012589254117941675,2,98255.69179169342,500,100000,2.244308208306578,True
0.012589254117941675,3,106031.17852809359,500,100000,-5.531178528093594,True
0.014125375446227547,1,99029.30944450272,500,100000,1.4706905554972782,True
0.014125375446227547,2,101159.61710905758,500,100000,-0.6596171090575753,True
0.014125375446227547,3,99813.83525045462,500,100000,0.6861647495453815,True
0.01584893192461114,1,98919.41815762252,500,100000,1.580581842377471,True
0.01584893192461114,2,99587.07277388741,500,100000,0.912927226112592,True
0.01584893192461114,3,106397.1118254223,500,100000,-5.8971118254222965,True
0.01778279410038923,1,102992.84001897322,500,100000,-2.4928400189732303,True
0.01778279410038923,2,97379.4980348175,500,100000,3.1205019651824983,True
0.01778279410038923,3,96138.59992529463,500,100000,4.361400074705369,True
0.0199526231496888,1,100490.66603696792,500,100000,0.009333963032087667,True
0.0199526231496888,2,92913.0013897197,500,100000,7.586998610280293,True
0.0199526231496888,3,102552.16602133235,500,100000,-2.052166021332358,True
0.0223872113856834,1,98576.75514030553,500,100000,1.923244859694473,True
0.0223872113856834,2,105112.39497998999,500,100000,-4.6123949799899755,True
0.0223872113856834,3,99305.19815575652,500,100000,1.1948018442434871,True
0.025118864315095808,1,98781.19432336661,500,100000,1.7188056766333948,True
0.025118864315095808,2,98370.19259618605,500,100000,2.1298074038139436,True
0.025118864315095808,3,104137.99555858123,500,100000,-3.6379955585812196,True
0.02818382931264455,1,101397.24134231595,500,100000,-0.8972413423159464,True
0.02818382931264455,2,105557.84848505983,500,100000,-5.057848485059835,True
0.02818382931264455,3,95765.941608151,500,100000,4.734058391849006,True
0.03162277660168379,1,96798.78649930492,500,100000,3.7012135006950886,True
0.03162277660168379,2,98700.166280294,500,100000,1.799833719706001,True
0.03162277660168379,3,101869.58795409229,500,100000,-1.3695879540922995,True
0.03548133892335755,1,96065.36706729235,500,100000,4.4346329327076495,True
0.03548133892335755,2,102445.63955501039,500,100000,-1.9456395550103922,True
0.03548133892335755,3,98705.42092821765,500,100000,1.794579071782354,True
0.039810717055349734,1,98074.34762052713,500,100000,2.4256523794728757,True
0.039810717055349734,2,102870.57443363513,500,100000,-2.370574433635131,True
0.039810717055349734,3,99709.5570931988,500,100000,0.790442906801192,True
0.04466835921509633,1,102023.87446737337,500,100000,-1.523874467373365,True
0.04466835921509633,2,100330.58740140303,500,100000,0.1694125985969741,True
0.04466835921509633,3,105941.79993229739,500,100000,-5.4417999322973865,True
0.05011872336272725,1,95969.20909681135,500,100000,4.530790903188652,True
0.05011872336272725,2,100988.27902870892,500,100000,-0.4882790287089156,True
0.05011872336272725,3,100525.86294884,500,100000,-0.025862948839994182,True
0.05623413251903491,1,100855.88302839984,500,100000,-0.3558830283998393,True
0.05623413251903491,2,100072.13698548717,500,100000,0.4278630145128304,True
0.05623413251903491,3,96679.66120185058,500,100000,3.820338798149414,True
0.06309573444801933,1,100315.96029820255,500,100000,0.1840397017974449,True
0.06309573444801933,2,95798.00247784884,500,100000,4.701997522151158,True
0.06309573444801933,3,94105.45690365297,500,100000,6.394543096347027,True
0.0707945784384138,1,103440.81374006765,500,100000,-2.9408137400676493,True
0.0707945784384138,2,100879.72256313838,500,100000,-0.3797225631383849,True
0.0707945784384138,3,92349.85616380912,500,100000,8.150143836190882,True
0.07943282347242818,1,98927.86423270848,500,100000,1.572135767291516,True
0.07943282347242818,2,94317.44281029154,500,100000,6.18255718970846,True
0.07943282347242818,3,98817.54854656695,500,100000,1.6824514534330537,True
0.08912509381337459,1,97961.89193781946,500,100000,2.538108062180544,True
0.08912509381337459,2,101561.27670612257,500,100000,-1.0612767061225714,True
0.08912509381337459,3,103548.35306172313,500,100000,-3.0483530617231303,True
0.1,1,92901.34033515154,500,100000,7.598659664848451,True
0.1,2,103461.6221895498,500,100000,-2.9616221895498063,True
0.1,3,95298.08814563666,500,100000,5.201911854363339,True
0.11220184543019641,1,95955.72242651125,500,100000,4.544277573488753,True
0.11220184543019641,2,104915.27150106314,500,100000,-4.415271501063134,True
0.11220184543019641,3,94082.27634570908,500,100000,6.417723654290919,True
0.12589254117941676,1,91580.16910869766,500,100000,8.919830891302338,True
0.12589254117941676,2,95419.28727449196,500,100000,5.080712725508041,True
0.12589254117941676,3,98771.07379209975,500,100000,1.7289262079002499,True
0.1412537544622754,1,97101.81657058325,500,100000,3.3981834294167457,True
0.1412537544622754,2,101702.93712903967,500,100000,-1.2029371290396718,True
0.1412537544622754,3,99733.82753586966,500,100000,0.7661724641303436,True
0.15848931924611143,1,94710.70886055681,500,100000,5.789291139443186,True
0.15848931924611143,2,99104.54876441801,500,100000,1.3954512355819904,True
0.15848931924611143,3,96379.23267216464,500,100000,4.120767327835361,True
0.1778279410038923,1,93519.50584561554,500,100000,6.9804941543844645,True
0.1778279410038923,2,95527.10127766203,500,100000,4.972898722337971,True
0.1778279410038923,3,95428.09156842416,500,100000,5.071908431575833,True
0.19952623149688808,1,94817.4789013091,500,100000,5.682521098690896,True
0.19952623149688808,2,94654.6938368161,500,100000,5.845306163183894,True
0.19952623149688808,3,97891.14632882003,500,100000,2.608853671179967,True
0.223872113856834,1,93030.45351463927,500,100000,7.469546485360723,True
0.223872113856834,2,94382.2893111769,500,100000,6.117710688823108,True
0.223872113856834,3,95795.1992895755,500,100000,4.7048007104245055,True
0.25118864315095824,1,95906.96210890838,500,100000,4.5930378910916225,True
0.25118864315095824,2,99002.26481641058,500,100000,1.4977351835894215,True
0.25118864315095824,3,95674.67748966429,500,100000,4.825322510335706,True
0.2818382931264455,1,94330.71805291824,500,100000,6.169281947081762,True
0.2818382931264455,2,96186.91587023673,500,100000,4.313084129763267,True
0.2818382931264455,3,92536.12267914045,500,100000,7.963877320859547,True
0.31622776601683794,1,94537.39852810625,500,100000,5.962601471893747,True
0.31622776601683794,2,92065.0491829442,500,100000,8.434950817055798,True
0.31622776601683794,3,91936.41334459736,500,100000,8.563586655402645,True
0.3548133892335757,1,92703.73112514033,500,100000,7.796268874859669,True
0.3548133892335757,2,96223.4483517172,500,100000,4.2765516482828,True
0.3548133892335757,3,87590.5571355391,500,100000,12.909442864460896,True
0.3981071705534973,1,91815.6261805774,500,100000,8.684373819422596,True
0.3981071705534973,2,93308.20171034182,500,100000,7.1917982896581805,True
0.3981071705534973,3,90998.71549841636,500,100000,9.50128450158364,True
0.4466835921509635,1,89091.71516107908,500,100000,11.408284838920924,True
0.4466835921509635,2,83900.08764496405,500,100000,16.59991235503595,True
0.4466835921509635,3,85913.57385831435,500,100000,14.58642614168565,True
0.5011872336272725,1,84350.73764461666,500,100000,16.149262355383343,True
0.5011872336272725,2,86084.83642923013,500,100000,14.415163570769874,True
0.5011872336272725,3,81557.33841816903,500,100000,18.942661581830965,True
0.5623413251903491,1,86532.41411578319,500,100000,13.967585884216804,True
0.5623413251903491,2,85245.48250614872,500,100000,15.254517493851283,True
0.5623413251903491,3,91394.18859801599,500,100000,9.10581140198401,True
0.6309573444801936,1,82378.48001852815,500,100000,18.121519981471845,True
0.6309573444801936,2,86663.46594482292,500,100000,13.836534055177074,True
0.6309573444801936,3,84874.12458170956,500,100000,15.625875418290436,True
